FIPS,County name,State,Year,Population
26033,Chippewa County,Michigan,2010,38669
26035,Clare County,Michigan,2010,30924
26037,Clinton County,Michigan,2010,75367
26039,Crawford County,Michigan,2010,14081
26041,Delta County,Michigan,2010,37069
26043,Dickinson County,Michigan,2010,26168
26045,Eaton County,Michigan,2010,107763
26047,Emmet County,Michigan,2010,32694
26049,Genesee County,Michigan,2010,425789
26051,Gladwin County,Michigan,2010,25695
26053,Gogebic County,Michigan,2010,16424
26055,Grand Traverse County,Michigan,2010,86981
26057,Gratiot County,Michigan,2010,42476
26059,Hillsdale County,Michigan,2010,46686
26061,Houghton County,Michigan,2010,36625
26063,Huron County,Michigan,2010,33118
26065,Ingham County,Michigan,2010,280891
26067,Ionia County,Michigan,2010,63899
26069,Iosco County,Michigan,2010,25888
26071,Iron County,Michigan,2010,11817
26073,Isabella County,Michigan,2010,70313
26075,Jackson County,Michigan,2010,160245
26077,Kalamazoo County,Michigan,2010,250327
26079,Kalkaska County,Michigan,2010,17147
26081,Kent County,Michigan,2010,602628
26083,Keweenaw County,Michigan,2010,2156
26085,Lake County,Michigan,2010,11539
26087,Lapeer County,Michigan,2010,88318
26089,Leelanau County,Michigan,2010,21713
26091,Lenawee County,Michigan,2010,99892
26093,Livingston County,Michigan,2010,180961
26095,Luce County,Michigan,2010,6631
26097,Mackinac County,Michigan,2010,11117
26099,Macomb County,Michigan,2010,841039
26101,Manistee County,Michigan,2010,24747
26103,Marquette County,Michigan,2010,67071
26105,Mason County,Michigan,2010,28691
26107,Mecosta County,Michigan,2010,42798
26109,Menominee County,Michigan,2010,24029
26111,Midland County,Michigan,2010,83626
26113,Missaukee County,Michigan,2010,14851
26115,Monroe County,Michigan,2010,152024
26117,Montcalm County,Michigan,2010,63342
26119,Montmorency County,Michigan,2010,9760
26121,Muskegon County,Michigan,2010,172194
26123,Newaygo County,Michigan,2010,48460
26125,Oakland County,Michigan,2010,1202384
26127,Oceana County,Michigan,2010,26570
26129,Ogemaw County,Michigan,2010,21699
26131,Ontonagon County,Michigan,2010,6780
26133,Osceola County,Michigan,2010,23528
26135,Oscoda County,Michigan,2010,8636
26137,Otsego County,Michigan,2010,24166
26139,Ottawa County,Michigan,2010,263795
26141,Presque Isle County,Michigan,2010,13376
26143,Roscommon County,Michigan,2010,24448
26145,Saginaw County,Michigan,2010,200169
26147,St. Clair County,Michigan,2010,163049
26149,St. Joseph County,Michigan,2010,61295
26151,Sanilac County,Michigan,2010,43101
26153,Schoolcraft County,Michigan,2010,8485
26155,Shiawassee County,Michigan,2010,70663
26157,Tuscola County,Michigan,2010,55730
26159,Van Buren County,Michigan,2010,76264
26161,Washtenaw County,Michigan,2010,345104
26163,Wayne County,Michigan,2010,1820539
26165,Wexford County,Michigan,2010,32735
25001,Barnstable County,Massachusetts,2010,215875
25003,Berkshire County,Massachusetts,2010,131275
25005,Bristol County,Massachusetts,2010,548254
25007,Dukes County,Massachusetts,2010,16535
25009,Essex County,Massachusetts,2010,743081
25011,Franklin County,Massachusetts,2010,71377
25013,Hampden County,Massachusetts,2010,463625
25015,Hampshire County,Massachusetts,2010,158056
25017,Middlesex County,Massachusetts,2010,1503123
25019,Nantucket County,Massachusetts,2010,10172
25021,Norfolk County,Massachusetts,2010,670907
25023,Plymouth County,Massachusetts,2010,494937
25025,Suffolk County,Massachusetts,2010,722190
25027,Worcester County,Massachusetts,2010,798383
24001,Allegany County,Maryland,2010,75047
24003,Anne Arundel County,Maryland,2010,537631
24005,Baltimore County,Maryland,2010,805229
24009,Calvert County,Maryland,2010,88739
24011,Caroline County,Maryland,2010,33078
24013,Carroll County,Maryland,2010,167142
24015,Cecil County,Maryland,2010,101102
24017,Charles County,Maryland,2010,146565
24019,Dorchester County,Maryland,2010,32623
24021,Frederick County,Maryland,2010,233391
24023,Garrett County,Maryland,2010,30139
24025,Harford County,Maryland,2010,244826
24027,Howard County,Maryland,2010,287123
24029,Kent County,Maryland,2010,20195
24031,Montgomery County,Maryland,2010,971964
24033,Prince George's County,Maryland,2010,863349
24035,Queen Anne's County,Maryland,2010,47789
24037,St. Mary's County,Maryland,2010,105143
24039,Somerset County,Maryland,2010,26470
24041,Talbot County,Maryland,2010,37777
24043,Washington County,Maryland,2010,147430
24045,Wicomico County,Maryland,2010,98733
24047,Worcester County,Maryland,2010,51451
24510,Baltimore city,Maryland,2010,620862
23001,Androscoggin County,Maine,2010,107710
23003,Aroostook County,Maine,2010,71873
23005,Cumberland County,Maine,2010,281676
23007,Franklin County,Maine,2010,30767
23009,Hancock County,Maine,2010,54408
23011,Kennebec County,Maine,2010,122154
23013,Knox County,Maine,2010,39736
23015,Lincoln County,Maine,2010,34450
23017,Oxford County,Maine,2010,57830
23019,Penobscot County,Maine,2010,153932
23021,Piscataquis County,Maine,2010,17535
23023,Sagadahoc County,Maine,2010,35288
23025,Somerset County,Maine,2010,52226
23027,Waldo County,Maine,2010,38789
23029,Washington County,Maine,2010,32855
23031,York County,Maine,2010,197140
22001,Acadia Parish,Louisiana,2010,61787
22003,Allen Parish,Louisiana,2010,25763
22005,Ascension Parish,Louisiana,2010,107215
22007,Assumption Parish,Louisiana,2010,23416
22009,Avoyelles Parish,Louisiana,2010,42071
22011,Beauregard Parish,Louisiana,2010,35654
22013,Bienville Parish,Louisiana,2010,14353
22015,Bossier Parish,Louisiana,2010,117027
22017,Caddo Parish,Louisiana,2010,254921
22019,Calcasieu Parish,Louisiana,2010,192773
22021,Caldwell Parish,Louisiana,2010,10129
22023,Cameron Parish,Louisiana,2010,6868
22025,Catahoula Parish,Louisiana,2010,10407
22027,Claiborne Parish,Louisiana,2010,17195
22029,Concordia Parish,Louisiana,2010,20822
22031,De Soto Parish,Louisiana,2010,26656
22033,East Baton Rouge Parish,Louisiana,2010,440169
22035,East Carroll Parish,Louisiana,2010,7759
22037,East Feliciana Parish,Louisiana,2010,20276
22039,Evangeline Parish,Louisiana,2010,33988
22041,Franklin Parish,Louisiana,2010,20767
22043,Grant Parish,Louisiana,2010,22309
22045,Iberia Parish,Louisiana,2010,73094
22047,Iberville Parish,Louisiana,2010,33404
22049,Jackson Parish,Louisiana,2010,16272
22051,Jefferson Parish,Louisiana,2010,432573
22053,Jefferson Davis Parish,Louisiana,2010,31592
22055,Lafayette Parish,Louisiana,2010,221724
22057,Lafourche Parish,Louisiana,2010,96662
22059,La Salle Parish,Louisiana,2010,14890
22061,Lincoln Parish,Louisiana,2010,46740
22063,Livingston Parish,Louisiana,2010,128015
22065,Madison Parish,Louisiana,2010,12099
22067,Morehouse Parish,Louisiana,2010,27979
22069,Natchitoches Parish,Louisiana,2010,39569
22071,Orleans Parish,Louisiana,2010,343828
22073,Ouachita Parish,Louisiana,2010,153731
22075,Plaquemines Parish,Louisiana,2010,23039
22077,Pointe Coupee Parish,Louisiana,2010,22805
22079,Rapides Parish,Louisiana,2010,131609
22081,Red River Parish,Louisiana,2010,9091
22083,Richland Parish,Louisiana,2010,20724
22085,Sabine Parish,Louisiana,2010,24233
22087,St. Bernard Parish,Louisiana,2010,35897
22089,St. Charles Parish,Louisiana,2010,52888
22091,St. Helena Parish,Louisiana,2010,11207
22093,St. James Parish,Louisiana,2010,22101
22095,St. John the Baptist Parish,Louisiana,2010,45809
22097,St. Landry Parish,Louisiana,2010,83384
22099,St. Martin Parish,Louisiana,2010,52160
22101,St. Mary Parish,Louisiana,2010,54650
22103,St. Tammany Parish,Louisiana,2010,233754
22105,Tangipahoa Parish,Louisiana,2010,121107
22107,Tensas Parish,Louisiana,2010,5252
22109,Terrebonne Parish,Louisiana,2010,111522
22111,Union Parish,Louisiana,2010,22774
22113,Vermilion Parish,Louisiana,2010,57971
22115,Vernon Parish,Louisiana,2010,52334
22117,Washington Parish,Louisiana,2010,47140
22119,Webster Parish,Louisiana,2010,41207
22121,West Baton Rouge Parish,Louisiana,2010,23788
22123,West Carroll Parish,Louisiana,2010,11604
22125,West Feliciana Parish,Louisiana,2010,15625
22127,Winn Parish,Louisiana,2010,15313
21001,Adair County,Kentucky,2010,18661
21003,Allen County,Kentucky,2010,19968
21005,Anderson County,Kentucky,2010,21449
21007,Ballard County,Kentucky,2010,8246
21009,Barren County,Kentucky,2010,42169
21011,Bath County,Kentucky,2010,11585
21013,Bell County,Kentucky,2010,28691
21015,Boone County,Kentucky,2010,118815
21017,Bourbon County,Kentucky,2010,20010
21019,Boyd County,Kentucky,2010,49538
21021,Boyle County,Kentucky,2010,28437
21023,Bracken County,Kentucky,2010,8488
21025,Breathitt County,Kentucky,2010,13876
21027,Breckinridge County,Kentucky,2010,20051
21029,Bullitt County,Kentucky,2010,74308
21031,Butler County,Kentucky,2010,12697
21033,Caldwell County,Kentucky,2010,12989
21035,Calloway County,Kentucky,2010,37190
21037,Campbell County,Kentucky,2010,90338
21039,Carlisle County,Kentucky,2010,5098
21041,Carroll County,Kentucky,2010,10807
21043,Carter County,Kentucky,2010,27721
21045,Casey County,Kentucky,2010,15960
21047,Christian County,Kentucky,2010,73938
21049,Clark County,Kentucky,2010,35603
21051,Clay County,Kentucky,2010,21729
21053,Clinton County,Kentucky,2010,10267
21055,Crittenden County,Kentucky,2010,9315
21057,Cumberland County,Kentucky,2010,6849
21059,Daviess County,Kentucky,2010,96643
21061,Edmonson County,Kentucky,2010,12177
21063,Elliott County,Kentucky,2010,7850
21065,Estill County,Kentucky,2010,14679
21067,Fayette County,Kentucky,2010,295867
21069,Fleming County,Kentucky,2010,14346
21071,Floyd County,Kentucky,2010,39450
21073,Franklin County,Kentucky,2010,49281
21075,Fulton County,Kentucky,2010,6813
21077,Gallatin County,Kentucky,2010,8586
21079,Garrard County,Kentucky,2010,16905
21081,Grant County,Kentucky,2010,24658
21083,Graves County,Kentucky,2010,37129
21085,Grayson County,Kentucky,2010,25749
21087,Green County,Kentucky,2010,11273
21089,Greenup County,Kentucky,2010,36902
21091,Hancock County,Kentucky,2010,8565
21093,Hardin County,Kentucky,2010,105538
21095,Harlan County,Kentucky,2010,29278
21097,Harrison County,Kentucky,2010,18844
21099,Hart County,Kentucky,2010,18190
21101,Henderson County,Kentucky,2010,46246
21103,Henry County,Kentucky,2010,15415
21105,Hickman County,Kentucky,2010,4902
21107,Hopkins County,Kentucky,2010,46918
21109,Jackson County,Kentucky,2010,13490
21111,Jefferson County,Kentucky,2010,741075
21113,Jessamine County,Kentucky,2010,48582
21115,Johnson County,Kentucky,2010,23359
21117,Kenton County,Kentucky,2010,159723
21119,Knott County,Kentucky,2010,16371
21121,Knox County,Kentucky,2010,31888
21123,Larue County,Kentucky,2010,14189
21125,Laurel County,Kentucky,2010,58849
21127,Lawrence County,Kentucky,2010,15859
21129,Lee County,Kentucky,2010,7887
21131,Leslie County,Kentucky,2010,11310
21133,Letcher County,Kentucky,2010,24511
21135,Lewis County,Kentucky,2010,13883
21137,Lincoln County,Kentucky,2010,24736
21139,Livingston County,Kentucky,2010,9519
21141,Logan County,Kentucky,2010,26832
21143,Lyon County,Kentucky,2010,8319
21145,McCracken County,Kentucky,2010,65561
21147,McCreary County,Kentucky,2010,18306
21149,McLean County,Kentucky,2010,9540
21151,Madison County,Kentucky,2010,82913
21153,Magoffin County,Kentucky,2010,13333
21155,Marion County,Kentucky,2010,19823
21157,Marshall County,Kentucky,2010,31448
21159,Martin County,Kentucky,2010,12929
21161,Mason County,Kentucky,2010,17490
21163,Meade County,Kentucky,2010,28613
21165,Menifee County,Kentucky,2010,6304
21167,Mercer County,Kentucky,2010,21317
21169,Metcalfe County,Kentucky,2010,10106
21171,Monroe County,Kentucky,2010,10963
21173,Montgomery County,Kentucky,2010,26509
21175,Morgan County,Kentucky,2010,13924
21177,Muhlenberg County,Kentucky,2010,31499
21179,Nelson County,Kentucky,2010,43443
21181,Nicholas County,Kentucky,2010,7129
21183,Ohio County,Kentucky,2010,23854
21185,Oldham County,Kentucky,2010,60354
21187,Owen County,Kentucky,2010,10837
21189,Owsley County,Kentucky,2010,4755
21191,Pendleton County,Kentucky,2010,14875
21193,Perry County,Kentucky,2010,28690
21195,Pike County,Kentucky,2010,65029
21197,Powell County,Kentucky,2010,12613
21199,Pulaski County,Kentucky,2010,63061
21201,Robertson County,Kentucky,2010,2282
21203,Rockcastle County,Kentucky,2010,17056
21205,Rowan County,Kentucky,2010,23336
21207,Russell County,Kentucky,2010,17565
21209,Scott County,Kentucky,2010,47102
21211,Shelby County,Kentucky,2010,42048
21213,Simpson County,Kentucky,2010,17330
21215,Spencer County,Kentucky,2010,17063
21217,Taylor County,Kentucky,2010,24500
21219,Todd County,Kentucky,2010,12463
21221,Trigg County,Kentucky,2010,14329
21223,Trimble County,Kentucky,2010,8809
21225,Union County,Kentucky,2010,15007
21227,Warren County,Kentucky,2010,113766
21229,Washington County,Kentucky,2010,11717
21231,Wayne County,Kentucky,2010,20813
21233,Webster County,Kentucky,2010,13621
21235,Whitley County,Kentucky,2010,35633
21237,Wolfe County,Kentucky,2010,7357
21239,Woodford County,Kentucky,2010,24939
20001,Allen County,Kansas,2010,13372
20003,Anderson County,Kansas,2010,8102
20005,Atchison County,Kansas,2010,16921
20007,Barber County,Kansas,2010,4864
20009,Barton County,Kansas,2010,27672
20011,Bourbon County,Kansas,2010,15173
20013,Brown County,Kansas,2010,9984
20015,Butler County,Kansas,2010,65884
20017,Chase County,Kansas,2010,2790
20019,Chautauqua County,Kansas,2010,3669
20021,Cherokee County,Kansas,2010,21607
20023,Cheyenne County,Kansas,2010,2726
20025,Clark County,Kansas,2010,2215
20027,Clay County,Kansas,2010,8545
20029,Cloud County,Kansas,2010,9533
20031,Coffey County,Kansas,2010,8598
20033,Comanche County,Kansas,2010,1891
20035,Cowley County,Kansas,2010,36309
20037,Crawford County,Kansas,2010,39135
20039,Decatur County,Kansas,2010,2965
20041,Dickinson County,Kansas,2010,19749
20043,Doniphan County,Kansas,2010,7948
20045,Douglas County,Kansas,2010,110826
20047,Edwards County,Kansas,2010,3037
20049,Elk County,Kansas,2010,2882
20051,Ellis County,Kansas,2010,28452
20053,Ellsworth County,Kansas,2010,6497
20055,Finney County,Kansas,2010,36785
20057,Ford County,Kansas,2010,33844
20059,Franklin County,Kansas,2010,25996
20061,Geary County,Kansas,2010,34354
20063,Gove County,Kansas,2010,2701
20065,Graham County,Kansas,2010,2588
20067,Grant County,Kansas,2010,7824
20069,Gray County,Kansas,2010,6001
20071,Greeley County,Kansas,2010,1248
20073,Greenwood County,Kansas,2010,6689
20075,Hamilton County,Kansas,2010,2687
20077,Harper County,Kansas,2010,6034
20079,Harvey County,Kansas,2010,34684
20081,Haskell County,Kansas,2010,4256
20083,Hodgeman County,Kansas,2010,1918
20085,Jackson County,Kansas,2010,13460
20087,Jefferson County,Kansas,2010,19124
20089,Jewell County,Kansas,2010,3073
20091,Johnson County,Kansas,2010,544181
20093,Kearny County,Kansas,2010,3982
20095,Kingman County,Kansas,2010,7860
20097,Kiowa County,Kansas,2010,2553
20099,Labette County,Kansas,2010,21606
20101,Lane County,Kansas,2010,1749
20103,Leavenworth County,Kansas,2010,76211
20105,Lincoln County,Kansas,2010,3241
20107,Linn County,Kansas,2010,9656
20109,Logan County,Kansas,2010,2759
20111,Lyon County,Kansas,2010,33692
20113,McPherson County,Kansas,2010,29181
20115,Marion County,Kansas,2010,12660
20117,Marshall County,Kansas,2010,10117
20119,Meade County,Kansas,2010,4575
20121,Miami County,Kansas,2010,32781
20123,Mitchell County,Kansas,2010,6373
